cc_metric_0,cc_metric_1,cc_metric_2,cc_metric_3,cc_metric_4,cc_metric_5,cc_metric_6,cc_metric_7,cc_metric_8,cc_metric_9,cc_metric_10,cc_metric_11,cc_metric_12,cc_metric_13,cc_metric_14,cc_metric_15,cc_metric_16,cc_metric_17,cc_metric_18,cc_metric_19,cc_metric_20,cc_metric_21,cc_metric_22,cc_metric_23,cc_metric_24,cc_metric_25,cc_metric_26,cc_metric_27,cc_metric_28,cc_metric_29,cc_metric_30,cc_metric_31,cc_metric_32,cc_metric_33,cc_metric_34,cc_metric_35,cc_metric_36,cc_metric_37,cc_metric_38,cc_metric_39,cc_metric_40,cc_metric_41,cc_metric_42,cc_metric_43,cc_metric_44,cc_metric_45,cc_metric_46,cc_metric_47,cc_metric_48,cc_metric_49,click_coupon
-1.4510409706,3.3564703829,-2.4372851465,-0.9504721078,-0.4584828477,-2.0308444065,-0.6339449797,-0.414105274,10.0960823213,-6.215798408,0.8427415876,0.5731082789,-2.6011374207,1.6058714542,0.0456571757,0.4761049568,-0.5224884017,0.6714430245,0.4901099317,1.4218605814,0.7938326813,-2.6414150907,-0.3063239563,4.1329671766,-2.6414150907,-0.3106898104,0.7637026704,-0.2623543497,1.6058714542,1.0171123142,-0.414105274,0.0901299619,-1.3848689322,-4.6330225734,-0.1235855931,0.1097734565,-0.5465725845,-6.3284363886,0.5587419876,1.4457802021,0.1097734565,-9.2433876443,-2.501231308,-0.1861191893,4.7509116887,5.6581431595,-4.6330225734,10.0402075545,-0.8219604375,-6.0801854694,1
-0.028117952,-0.4202681676,1.1269260877,0.9679024242,-0.7754730461,1.1430616837,-0.611615578,1.7957610283,-3.7299181334,-0.0131556338,-0.5784985154,0.8576278675,-3.3967563833,-2.467658595,0.0990425196,-2.4380294527,-0.7650641071,0.532692381,-0.6538284095,0.5158359903,-1.1273135682,-1.12702467,0.6428001297,-0.6364518492,-1.12702467,-0.815981512,-0.2484853104,-0.2588705454,-2.467658595,-0.2612359711,1.7957610283,0.1509627227,0.6850035567,-0.3642763128,2.0278945628,-0.6100563286,-0.5089398053,-0.2217977202,1.6351320216,3.1958047269,-0.6100563286,-2.6649707875,0.8256019346,2.3013344639,-0.3927815449,-2.2023603167,-0.3642763128,0.5250104155,0.0080509758,0.6325885751,0
0.2331032792,-1.1652707513,-0.6240948504,-0.0021466857,-1.0920669923,1.9107973145,-0.5322834773,-10.7883564201,-1.2468066498,-1.4924228884,-0.2304573627,-0.0359790551,2.9683556149,-1.4617718043,-1.2318418771,0.2774385257,0.0724990293,-1.482755097,0.2719567275,-1.5339670697,1.4011836132,-1.7454965079,0.0422982572,2.9719801873,-1.7454965079,-0.3981340887,0.4184292105,-1.3651091839,-1.4617718043,1.6194296288,-10.7883564201,3.0728786139,-0.1914404927,1.7614504725,-1.1576638276,-0.3830941364,0.0918823531,1.7231388357,-1.1689002818,1.6658534193,-0.3830941364,1.3360188746,4.2400399376,0.179597192,3.5227635338,2.4936908149,1.7614504725,3.8164337546,0.2813183574,5.0169271327,1
0.0173750929,-2.6719898112,-0.8762219649,0.8167307915,-0.5358024529,0.5577768033,1.1640704375,-7.5662007683,-3.6889555116,-3.0682146929,1.2105513942,-2.2139873349,4.9427661914,-1.5933544894,-0.1842299226,-2.8990338847,-0.5047281272,-0.3633907774,1.3555534687,0.0787095529,1.867076643,1.078022454,0.3307941211,1.8040034536,1.078022454,0.5253766061,-0.6022405644,0.4471096219,-1.5933544894,-0.6104586392,-7.5662007683,1.7617023733,-1.3065010386,2.4123978951,1.9629365754,-4.8361652266,-1.5391976407,5.1564977408,-0.2840008068,1.1470976169,-4.8361652266,-1.0269580835,4.0513692851,1.2319524348,0.6184289376,-0.853190008,2.4123978951,4.9191510938,-0.7903230117,9.4004495811,1
-0.2571200061,-1.243365121,0.6507569029,0.1105837535,-0.5725953591,-1.4768716648,0.2289958311,1.8385616356,3.876836898,-1.2684154297,-0.3457917394,-1.0646035104,6.4219595187,2.3317109958,1.5791487586,-3.7939983363,0.5842922985,-0.1004532225,-0.7124109109,-0.6787846727,0.0147347778,-1.9806286093,0.3659506642,-1.1150621812,-1.9806286093,0.210809229,1.5602044769,0.9473271265,2.3317109958,1.1559410117,1.8385616356,0.4685220196,0.9599809783,2.3679018971,-2.6802992571,-0.304473709,-0.0430411281,-2.1644064808,0.9174928313,0.3973172696,-0.304473709,-5.3384532825,-1.1941861172,1.945051979,-3.2893755207,1.1284512985,2.3679018971,4.0179232479,0.4268414433,4.9151021624,0
0.847626423,-6.1945371433,1.8700622838,0.5253827328,0.4638179151,0.005979291,-0.7274777559,5.8950322857,-6.925347029,3.7518411482,-0.0846349628,1.6024312123,7.6706349189,4.0834606261,-0.2930949834,-2.545942115,1.6109203111,-1.687179895,0.1004024252,-0.3512187115,-2.9875029705,3.7337557687,1.2107538635,1.9240903953,3.7337557687,-0.9969404006,-1.0423960485,-1.4306985933,4.0834606261,0.8460377605,5.8950322857,-2.6655597297,0.374669705,2.116324418,3.3507014172,-2.5071712988,0.2458599701,4.195755329,0.3481654966,-1.5407475918,-2.5071712988,0.9365946153,2.2146096165,2.6700022268,-11.8557164284,1.5129742861,2.116324418,-4.0573754499,1.0165626325,2.8336561364,0
-0.8419930852,-0.5234277816,-0.7102552901,-0.9391358202,-1.2380896413,-0.8920454181,-2.1207736394,-6.302215524,-0.8631902939,-0.4246731134,-0.4295553152,0.6580105907,0.7491379253,0.8637717646,-0.2327318654,0.2636053028,0.1469497021,0.1821769364,0.0380759902,2.0590398561,-0.6643422433,1.2625962373,0.8905922494,-0.0950694753,1.2625962373,0.0851195535,-2.634257614,0.7314567306,0.8637717646,0.3569018446,-6.302215524,1.4017694729,-1.0245228559,-1.838644983,-1.6882824518,3.7183379507,0.8297784714,-1.2687640274,1.3781299752,1.0430898406,3.7183379507,-2.4958783848,2.15983168,0.0655507968,-2.0923909933,2.7533315189,-1.838644983,-3.144942483,-1.6028344053,-1.0759137888,1
-0.6724456849,2.4500809929,3.4667279791,0.4523441775,-0.8677701114,1.2184592912,0.7991172007,-8.1259327288,-6.7711703859,-2.5948549063,2.7766086086,1.6516097498,-4.5674463828,3.355461565,-0.6862735132,1.2690662129,-0.3554385473,-0.9344767522,-1.6147490397,-0.449603058,0.1505266536,-0.7594740576,1.3098183377,-1.2267525056,-0.7594740576,2.3026938641,0.6847022364,0.5479115659,3.355461565,-0.3768078059,-8.1259327288,4.0636695211,0.6820466793,-5.3453300337,-3.6400572539,3.2428782425,-1.6694649884,-1.3612632834,0.867983262,-2.0235316761,3.2428782425,-15.8939796353,5.5649685088,-3.403399395,1.6416989944,2.685952594,-5.3453300337,-9.2992611109,0.7972173576,-7.2584774218,1
-0.1549016154,-0.1404863328,-2.3478717033,-0.6925529352,-0.2387149038,-1.9652762808,-0.2582431343,-8.5881502004,4.6983306748,-3.713306118,-0.1005500526,0.3187828733,8.9926330619,2.8807922084,-1.7833347547,-4.8197184185,-1.1176134808,1.8519448771,-0.513110384,0.2170623192,4.8861389336,0.0829083129,1.6550445069,-0.9741982205,0.0829083129,0.4747117323,-0.119359951,0.8230513229,2.8807922084,-1.2541912686,-8.5881502004,2.3402011444,1.8909639097,-1.8589237755,-0.6666667294,-3.2670341858,0.174608854,6.1560455389,1.8071961612,2.651472518,-3.2670341858,-10.8076222306,3.2038132661,0.7398363335,5.0186360456,2.4619552212,-1.8589237755,6.043115846,0.0673322587,3.3144586198,1
0.332911908,0.0452585719,0.9016116605,-1.0391806274,-0.5601217668,0.5466421632,-1.6136587504,-0.1552173529,-3.7120148625,-1.2376284246,0.9192102027,-1.4003375073,1.4294062607,-1.1181585287,0.9791675799,-1.2396934086,-0.6645951709,-0.1921563591,-0.1111806091,-1.336712597,0.7692134021,2.5997113963,1.4178309842,1.3905848196,2.5997113963,-0.3677697281,0.5587159786,-0.5517182683,-1.1181585287,0.3987370073,-0.1552173529,-1.8255457689,1.5783945701,1.5054682871,2.050151342,-5.1538125975,0.5112505938,1.857543588,0.9681488352,-1.3360234909,-5.1538125975,1.0558819236,1.1755838861,1.5629996869,-2.2895688155,-1.3577488648,1.5054682871,2.1631720155,2.7438733336,3.4731725678,0
-0.342804972,4.2554963296,-1.5193690536,0.8505615424,-0.2417881236,-3.5538804593,0.2739890115,-0.3794455835,7.2183262543,-1.831707618,-0.7708228398,0.1545599974,1.9991420438,2.570354796,1.3979651702,-0.2600717004,0.1130264495,0.3326362015,-0.6975564204,1.9739780303,0.1089146737,1.3250042418,-1.601329868,0.4936559561,1.3250042418,1.435674195,-0.1321243443,1.225171141,2.570354796,-0.5302055725,-0.3794455835,-2.576939254,-0.2548109575,0.2949756807,-2.0813687109,-2.0845612494,0.814301491,-4.3460462061,-0.2846026945,-1.4874208257,-2.0845612494,-4.6978397979,-1.2335834591,1.3674026421,-1.7605694322,3.175161478,0.2949756807,2.2095382679,-0.3126132927,-3.3550185346,1
0.1577710166,1.5852337989,0.5016997666,-0.1687315733,-1.2355983995,0.1971218112,-0.3738396595,-13.4040048228,-3.9472207616,-2.9958991934,0.7685030441,-1.0942071889,5.9537727619,3.775292512,-0.4156852221,-2.0678437205,0.3635944899,-0.9696209305,1.9424720197,-0.987411136,3.1398485356,1.6619060215,1.2169513049,0.9522110346,1.6619060215,-0.1970034704,-0.5722116216,0.113292494,3.775292512,-0.4336302285,-13.4040048228,4.2370699149,-0.411047123,0.9886211449,-1.800518572,1.3835533395,-0.2018659776,10.3355422538,-1.2923746708,0.0194696086,1.3835533395,-9.5582703017,6.1913181833,-3.0888767105,3.5519172583,2.238596561,0.9886211449,0.7429044668,0.9512711538,1.7138999707,1
0.5745504582,-0.0796005355,2.9859777102,-1.3904184597,-0.8370313652,-2.7681992699,-0.1915551182,-1.1340532398,-8.7112061504,-2.3030611479,0.0161382449,0.3191469558,0.4131474898,0.3785137192,0.6583078321,-2.6029845748,-0.2238856589,1.0938809995,0.5842579411,0.5062058014,-1.2378855787,3.7341299834,1.3515637846,0.5077760519,3.7341299834,-0.380333229,-0.970614512,1.1369196751,0.3785137192,0.3282787364,-1.1340532398,2.4348894632,1.1878888954,-1.9426663196,-2.5236176617,8.9158582672,-0.535847963,-1.3962472924,-0.1032528852,-2.4308485577,8.9158582672,-8.8773691337,1.4524618808,0.0738697892,-13.999933876,2.4944299558,-1.9426663196,-3.9958247629,-0.5973128327,4.8050619179,1
-0.048987249,-0.610715629,-1.6861584512,-0.5844802041,-0.0438867004,-2.8077715955,-0.6221042927,2.6784491346,-2.3232608943,0.3736731022,0.11284555,-0.2330503795,3.2914310885,-0.309556743,-0.5516149777,-0.9121232569,0.2635772555,0.9128225373,-1.0069855305,-1.254979026,-1.8442186198,2.7282128293,1.2729331081,-0.2776436586,2.7282128293,1.6059756167,-0.5503034081,-1.2866441871,-0.309556743,0.0044432986,2.6784491346,1.5174921286,-0.7992198653,0.2290410993,-2.1445727744,8.3401841611,-1.2785005889,-0.354679023,-0.9498040768,-2.9466229272,8.3401841611,3.0049122289,-3.4976761959,-1.3129445705,-9.6357768298,-1.2323242974,0.2290410993,-0.5944908613,0.1746787752,6.0061874569,1
-0.1456635579,2.1148817613,1.6164581108,1.0004144887,-0.7638772599,-1.0461040921,-0.2976784604,4.652860386,4.1412155713,-5.9610199617,-1.5058125744,1.2028869874,1.7464855241,-0.3384867863,0.6072600671,-3.8031493337,0.6804524322,-0.9734554637,-1.8503237081,-1.7033243784,0.7933926184,-3.3755985377,-1.7586653452,0.7888052818,-3.3755985377,-0.597001162,-0.3152707102,1.8499167153,-0.3384867863,-0.7746230318,4.652860386,-2.2280802192,0.406607755,3.1904557782,-2.2794816909,-7.5084951028,-0.2670644747,-7.7904520183,0.6541052339,-1.7837927562,-7.5084951028,-7.7170337534,-1.6483403577,1.7166072556,1.4710503056,-1.7669100104,3.1904557782,8.6986573563,-0.2215696772,5.8564545753,0
0.714210801,-1.6815314312,-0.8693995116,-1.512730056,-0.4112792132,0.7881110277,-0.4665293548,-3.7125298229,1.0743343597,2.7961202151,-0.5359315991,0.8683357692,9.3798403841,-2.14102675,-0.6696690583,-2.936489125,1.1092315351,1.513189847,0.8910956208,0.3172957443,3.7302187314,-1.3302436816,0.2493335552,-5.6602885785,-1.3302436816,-1.5386757456,0.6672796796,-0.9805244712,-2.14102675,0.1636989379,-3.7125298229,2.7439723125,-0.1824098104,4.9762384584,-2.8815509581,-3.6282767216,0.604118887,5.4389804517,-0.1810579158,-0.5249783434,-3.6282767216,6.0019162154,-0.227137751,1.7676233882,1.1847027653,-4.9561298185,4.9762384584,1.4352230161,0.0260133482,12.3932913434,0
-2.3780072862,2.4649614641,0.3286046502,2.0294100975,0.1133807385,0.2184135514,-0.377006204,6.8486760686,9.0161880107,-2.0838132348,1.0944968216,1.1647157721,0.8572430321,-0.8388994985,-2.3603791276,-0.6003901318,-0.6095557983,0.7362806477,-0.7654547424,0.6183018285,4.1985482866,-5.3325711068,-1.5195858599,1.747958431,-5.3325711068,2.5217340539,0.0727765714,1.2297065013,-0.8388994985,0.8726806237,6.8486760686,-2.4896407125,1.3925549839,2.2665521959,1.6394554205,-13.7757460624,-0.4164585511,-2.1815745699,-1.048787056,-1.9666964369,-13.7757460624,-2.8816787457,-1.3193747134,2.1998384727,7.9215690872,0.0600194405,2.2665521959,9.9501179724,0.5143363371,2.0924286672,0
-0.0301851157,-1.3472174102,-1.5304675125,1.1463022942,0.500291172,1.3446291498,0.0787564976,-13.9467744239,-1.8517815603,-3.0423196285,-1.0505109868,-1.8262970234,6.3828915999,4.293632104,0.6214687868,-2.526075761,0.1201481079,1.1557327184,-0.9063409603,-0.2606070846,2.3206132129,1.0056265522,0.5660595789,-1.4464428352,1.0056265522,0.2900819902,-1.0063342046,0.9950091875,4.293632104,-0.6798058664,-13.9467744239,3.2086927747,-0.7456028395,-2.9814603281,-1.3274414338,-0.5847450069,-0.1330725665,6.9589934305,-1.7731541172,2.9859257847,-0.5847450069,-9.2451216623,5.7475840143,-2.4341765205,8.3170717558,0.671390461,-2.9814603281,-0.8598436687,1.355806391,-1.9365713394,1
-1.2479682666,-0.3958234078,0.9142833564,1.501174593,1.8049687862,0.0516600504,0.910428745,6.4667860441,4.9333611428,-0.8571965746,-0.1434563989,-0.0943873656,-2.6285818544,-1.6111215979,2.0869184375,1.6621112306,-0.5004186827,0.9718065368,-0.277142739,0.2583007496,3.4382074983,-1.1999793788,1.2762162318,3.4759869161,-1.1999793788,-1.3554639388,-1.5752931678,-0.8418625235,-1.6111215979,-3.1313583238,6.4667860441,-2.1468794091,0.2203370521,-0.5849838894,3.3774142712,-1.8684361694,0.1843660948,1.4485071305,-1.520958332,0.5266395532,-1.8684361694,4.6553260806,-2.1835596333,-0.7239274453,4.5563415982,2.3731468245,-0.5849838894,6.827834502,-1.6350093375,-0.6291575069,0
0.1612866747,-0.0959635535,-1.8837175396,0.6561780356,0.282139098,-3.6900605642,-1.0033328505,-2.8103539188,13.0283459423,-0.8665743177,-0.8106070749,-1.2566466624,5.3666030125,-0.5754894231,1.2211419578,-1.8426762714,-1.0566546694,0.2699192081,0.3012436552,-1.7261678016,3.3024761544,-2.2627768862,0.1509022787,0.8741865132,-2.2627768862,-0.1030619935,0.6187578906,2.5413947889,-0.5754894231,-0.5559760073,-2.8103539188,-1.2369593269,0.2637203605,-2.6285313399,-3.9622949551,3.2933278819,2.279874864,-7.874998581,0.1463092757,4.9382855743,3.2933278819,-0.806973346,-1.0179415856,4.5426862577,0.134311785,8.5854207104,-2.6285313399,7.1316526116,-0.6573473847,1.0315435632,1
0.4731850218,-1.1793660089,1.3443201356,-0.3588488248,1.1703001716,-0.8532412644,0.6109883199,2.704418203,0.0881126651,-1.4729105014,0.3064542704,-2.540638999,-1.4323144763,-0.6278036778,0.7819203424,-1.497544224,0.0663488401,-0.8553047625,-2.1095333266,0.786429884,0.0687592984,-1.9833824598,1.3879285158,-0.37388101,-1.9833824598,-0.1129738935,-1.6177481993,-0.7607281754,-0.6278036778,-0.6056774463,2.704418203,-0.0754997034,-0.2569395691,1.5374431404,0.7676290266,-3.450063528,0.2313900502,-1.7712103436,-2.0805981546,0.1940091759,-3.450063528,-4.6243152433,1.1388285354,0.8850103974,-0.1175374569,-0.599058862,1.5374431404,0.0986660446,0.5149529794,3.2441315543,0
-0.2970237401,-1.5929749561,1.3525107489,0.7454905224,-0.7737685203,2.4373397373,0.3281575862,2.7457083633,-7.2022501664,2.5938919133,-0.2881632303,-0.2586402952,3.0771051954,-2.1394140511,-0.541380099,0.3348677887,-0.1479993403,1.5629409098,1.4194236378,0.9068979045,0.2976285556,1.4810023125,-1.558825588,1.5589183456,1.4810023125,-0.0204155379,-0.3254066828,-0.2054177989,-2.1394140511,-0.2358585416,2.7457083633,0.0952509426,-0.9368290108,2.3868402095,1.4001506095,-2.4663836636,0.7764790236,3.7723321975,-0.8911043478,-4.0036326998,-2.4663836636,7.8699927804,-0.0887939145,0.7274730597,-5.3681024294,-2.5470300008,2.3868402095,0.4177406799,-0.7050357468,6.8271342919,0
1.4212468421,2.3248779248,1.1180188999,-0.1120407998,-0.9002019391,-1.6530812612,0.1244676791,3.6695506435,6.0936255274,-3.0646839458,0.9302717105,0.4787393869,-2.8231510135,-3.1650400936,1.766525828,-2.4080006078,0.0197723923,-1.1943020864,1.6351859674,-0.0386836995,2.5166873257,-6.6353555541,-0.2794430138,-1.5647756937,-6.6353555541,0.0807684856,0.1389020878,1.6701055735,-3.1650400936,-1.5328497411,3.6695506435,1.9555019485,-0.7043932554,0.9334282719,-3.2070805516,0.4415566899,0.5857886132,-5.7446758041,0.7413706795,1.3245230852,0.4415566899,-6.7775221073,-1.8120732504,0.4666087725,4.5441250658,-0.6485658516,0.9334282719,5.8231976656,0.0210923957,5.2077321354,0
-0.6841037383,1.6256930724,3.583941397,-0.084702984,-0.2760032396,3.3686840286,0.0025450737,3.6995132729,-5.6886379087,-1.4119021113,1.8546397724,0.1364223062,-2.4749661906,-3.2185913573,0.4187022739,1.0693068942,-0.1217200752,-1.3355182953,1.2272713461,0.3838302933,1.1956943995,-1.9649308597,0.6744320095,0.7971129136,-1.9649308597,-2.5157794303,-0.1554334376,-0.3202395124,-3.2185913573,0.8447191421,3.6995132729,2.3856194743,-0.6125329907,2.6179957837,-0.8234995534,-1.2246808739,1.1716254001,0.4719993891,0.3282800634,-5.1962457264,-1.2246808739,2.7050308706,-2.4642109817,-1.5727868264,-1.3182586174,-4.0612796569,2.6179957837,3.8726301824,0.2843287228,6.6773547581,0
-0.6111668684,-0.3953843221,1.5608571198,-0.4844673311,0.4004472981,-0.6571840952,0.342563448,-1.8888191984,-3.3433752107,-1.0457646381,-0.7765806307,-0.4306897703,-1.6655392393,-1.1419760728,0.0145072594,1.4310999492,0.8713008552,0.1612189679,1.238310763,-0.0431639204,-1.1326797788,1.6538575565,0.0001484724,3.3770559089,1.6538575565,0.374140425,-0.0400659697,-0.6288034805,-1.1419760728,0.7248776092,-1.8888191984,-0.3257857738,0.1213732901,1.0495914714,0.7749990314,-1.7588562933,1.2413237481,-3.3991572136,0.2166151717,-2.305691111,-1.7588562933,-0.5954347795,2.3106378731,2.2263913922,-7.8065995103,3.6449471755,1.0495914714,-1.0328727318,-0.7822609811,2.6716623997,1
-1.2453979046,-2.4454843589,-3.8898448196,0.2320850628,-0.372172381,-0.6713516082,-0.0596274927,2.6983005165,10.1601005875,0.4770411477,-0.4834992561,-0.1304769231,16.7507947637,1.4857037624,-1.0330858346,-3.914049431,-0.0317340586,-0.9600053012,0.3659675538,-1.1639850066,2.5906164031,-4.8270285988,1.1206779405,-1.4445610058,-4.8270285988,-1.7845333637,-1.6291943227,0.165200487,1.4857037624,1.2689397568,2.6983005165,0.3764710104,0.4306789838,4.4336410397,-3.9077516205,-10.5471745484,0.0406133632,-2.7855844762,1.8661556969,-3.7270343431,-10.5471745484,2.3477049309,-3.2844111289,3.7209746006,0.34212,-1.5594631592,4.4336410397,10.3139443015,0.2983661464,13.2794357459,0
-1.7086678311,-0.9468039891,0.2193760004,-0.4292840585,0.3929807674,1.7524473213,0.4735688688,2.9028374537,2.8859416656,3.0913492935,0.4324994271,-1.9952451829,7.3084454876,0.0440750719,0.8510265469,-1.1052730716,-0.4791394192,0.036813384,0.8971346951,0.3369830411,4.3076293399,0.691360967,-1.8377528465,0.6690376432,0.691360967,0.5473520177,0.2767897185,-1.1426580428,0.0440750719,-0.193928025,2.9028374537,-1.0391278781,-0.3635915973,1.2125544003,2.0774099189,-3.0675258836,-0.0112724079,8.0746199357,-2.2553855394,0.3711072727,-3.0675258836,7.8173983961,-2.051378098,1.9306640203,1.0230384192,0.7644304466,1.2125544003,7.2512455854,-0.1123122062,2.8548018238,0
0.1154690563,-3.2606641036,2.5164539832,2.0645162396,-0.1925995964,-0.2152937019,-0.0421559515,10.8492541742,1.5567852091,2.9935537173,0.1472862161,1.4765303412,1.6011616968,-0.0490931884,-0.9674513636,-3.2663778859,-0.5554269868,-0.3081750869,-0.2498549632,0.7170263266,2.8311502782,-0.2992297612,0.4917669917,0.6894345993,-0.2992297612,-0.2997042793,-1.9457522392,-1.4774276268,-0.0490931884,-0.9924099187,10.8492541742,-2.8355579617,0.4710006697,0.5804276571,3.9724097534,3.7227043845,-1.154845825,7.9770494218,0.0369878216,5.1213926501,3.7227043845,4.4035912396,-1.7690520454,0.0682071502,2.0465088134,0.6368064535,0.5804276571,4.4033194474,-0.3250980606,0.2105106104,0
-1.1958351573,-0.9490452413,-0.3383357539,0.0683336683,0.4337782199,-2.6394359588,0.8310966672,6.7108508108,8.460233386,1.6683039767,0.3024159096,-1.5834276022,6.8564760897,-0.6344668873,1.7358172531,-4.2284801864,-0.0909111683,2.4449672833,-2.3598305011,-0.7367756299,5.1090387031,-3.6761548571,-0.5453436019,-2.4970478045,-3.6761548571,-1.0495654754,-0.0374857242,-0.536755929,-0.6344668873,0.8986789496,6.7108508108,-1.3265486172,-0.4024295825,3.2075889362,-0.6384666924,-4.0079832959,2.0811362512,3.2090257734,-1.3169649502,1.6917473444,-4.0079832959,0.3813610881,-1.1521981178,1.5392058558,4.7536350169,-0.8090543646,3.2075889362,5.508673117,-0.0308868052,7.3854857879,0
-0.0780894233,-2.0897491747,-2.3186974499,-0.0596945613,-0.5861378174,0.8997774892,-0.5922712341,-2.0969923818,0.3030901608,-1.4522922564,-0.6940532014,-0.023439066,0.6309609372,-3.4314660467,0.5102075518,-1.7344958943,0.7565497047,-1.0236813704,-0.4011119768,0.0420754105,0.8294805407,-1.1633865563,0.6239438485,-2.1976896167,-1.1633865563,1.4280015191,-1.1333794698,1.1775837078,-3.4314660467,0.7222149626,-2.0969923818,-0.5196342523,0.1017529416,-1.2171487552,1.3753520245,-8.4175332225,-0.6869547265,-3.227819321,0.4736568942,1.452110999,-8.4175332225,0.579740446,1.0956444879,2.7988755654,4.2295756672,-4.1260853855,-1.2171487552,1.2618562915,1.7364539118,4.5313447339,0
-1.4780714888,-0.373829182,-2.0937337747,-0.4232937434,-0.4126254101,0.2708287916,2.1318439104,-5.6759495153,4.0664549902,3.4421386479,-0.2472924942,-0.6236682104,7.5582074575,-0.7991146878,-1.030332166,-1.033467439,0.4694159251,0.4427665154,-1.5655308323,-1.0232384135,3.9290626972,-0.2419448398,-1.4136421269,0.3869754791,-0.2419448398,-0.5598747953,-1.1115356455,1.5150504521,-0.7991146878,1.1831927705,-5.6759495153,-0.9096952085,0.4777881162,2.8322790695,-1.4120987573,1.7243101714,0.5471842961,7.0009569652,0.3856649532,4.0211566333,1.7243101714,9.8497524941,2.038644386,-0.3794965298,7.9378363557,0.9528681346,2.8322790695,3.4437401389,0.7032398985,2.697428735,1
-1.2544797841,0.0704279053,0.0927483764,0.2312432629,-0.7064508476,1.0482403208,1.5100079506,-2.1449753713,0.2014660984,-0.8691606413,-0.0790410147,-0.061870374,2.4394065827,1.028885386,-0.2851670124,-2.2971522032,0.518614362,-0.4866189134,0.026047437,0.0418515982,2.907504038,-0.309095789,-0.6166810643,-0.5406032863,-0.309095789,-0.8132481483,0.1654894975,-0.6926705599,1.028885386,0.6515534522,-2.1449753713,-2.0515817103,-2.0232209654,-1.5910764816,-1.6846758482,3.3639799827,-1.7781221995,3.9139550879,-0.850886436,4.2035829369,3.3639799827,0.7771128854,1.8455471348,-4.1287571703,12.5675622114,-1.9866362081,-1.5910764816,0.9893914767,-0.9458256941,-3.2824582746,1
1.3926443551,-6.5110590082,0.4282701829,-0.5735053003,-0.7921885159,2.2785449778,-0.0133522643,0.2675402745,-7.849619337,1.8621760169,-0.4387382844,0.3843399528,3.3356556841,-2.2493952247,-2.5446939733,1.5573821046,0.423112513,-1.0576830198,0.2989409809,0.2541032282,-1.8851725302,2.4441056017,-0.1337887741,0.5264466465,2.4441056017,0.557107278,-0.2882548705,-1.1710910063,-2.2493952247,-1.5671188585,0.2675402745,-0.2880262857,0.0170613045,4.0189391228,1.2367596205,-2.299685738,-0.8105005352,0.8244309249,-0.6033224974,-3.4493245746,-2.299685738,13.0396466165,0.5253415129,-0.4441612973,-5.5651199903,-4.0327540114,4.0189391228,-3.6052624999,-0.3212290894,9.9245644688,0
0.9009621125,-1.455473577,-5.2784095323,-0.401408198,0.8938262734,2.3943509902,0.2886698605,-9.7603047664,5.7721535592,1.6940771233,1.1174029627,-0.6714554358,15.4348865744,2.075781825,1.5374866628,-1.4654938376,-2.1355398274,0.7885764219,0.4830801083,-0.9179353495,4.6009243924,-0.7721746458,0.7371999224,4.2829366502,-0.7721746458,0.2205229715,-1.5012960311,-0.7496499328,2.075781825,-0.3268664022,-9.7603047664,3.9008273298,0.0120658924,-0.4506624528,-1.8921207538,7.6891955015,0.5274497881,12.3479094963,0.4669346507,3.8993429522,7.6891955015,10.1490102673,-1.1927162961,-2.1971726583,7.9665210149,3.930189238,-0.4506624528,14.2507333402,-0.1647912359,3.7091365287,1
-0.4686182854,-1.1152928834,-7.0181705262,0.9256263411,0.5392271422,1.8159847619,1.1639257549,-5.4098598675,9.3806035894,-3.2351084726,0.1896607612,0.3963535844,20.7334928271,3.5731544298,0.3416461862,-5.6112256195,-0.8736850506,0.179462498,-0.9644584919,1.1474859117,7.0198797505,1.0661477847,1.421104072,2.8441354979,1.0661477847,0.2368427555,-0.7618491112,-0.7319064167,3.5731544298,-0.9688417364,-5.4098598675,2.9799241437,-0.0632062723,-4.6978311052,-1.3183571595,5.2854805001,1.1536387271,12.750263636,-0.899610926,3.2291369591,5.2854805001,5.453377002,-6.6908451263,-2.0487680276,8.9354101174,0.9782523121,-4.6978311052,23.7442063807,0.2120072596,5.2444304339,1
1.9602458451,-1.0249893914,0.9347823474,0.8262798653,-0.9993304445,4.6031485106,-1.0556716958,3.7290322216,-2.3988407099,-0.0056745214,-0.104310582,0.3363875068,-3.1109644659,-6.2641443848,0.6321425882,2.6946365814,-0.6026874812,-1.9195591589,-1.0266798911,-0.7405408644,2.9048637689,-2.7056343308,-0.037801393,0.5291897178,-2.7056343308,0.3901867562,-1.600439098,1.5875036653,-6.2641443848,-0.0541412664,3.7290322216,0.0926061457,0.2407935521,1.1237251917,1.6300397465,-6.118160949,-0.4682023058,-0.2396564496,0.0613167124,-2.8256538382,-6.118160949,12.0549868848,-2.3823207567,-1.1094718202,6.7012074385,-5.8554365033,1.1237251917,4.5416977355,1.029216559,6.488795519,0
